,message,cyberbullying
48,başkalarına yapılan hukuk dışı ahlak dışı olaylara sessiz kalıp görmezden geldiniz size yapılınca ortalığı ayağa kaldırdınız ,0
49,doğduğum günden tam yıl sonra yine aynı tarihte mezun oldum bundan sonra kutsal sayım dur ,0
50,komiksin burun deliklerini kapat gülerken corona var ,0
51,kahramanlar pelerin takmaz ,0
52,kıbrıs şehitleri dominik caddesi ni yayalar birleştirdik yaya geçidi üzerine zmir in tarihi köklerinden gelen figüratif desenler işlendi pasaport un dalgalı kaldırımı bergama kilim halılarının eli belinde motifleri talatpaşa meydanına yakıştı ,0
53,tugay turan hocamız güzel şekilde emek vererek akademide yardımcı araçları biraraya getirdiği bir bilgisel hazırlamış teşekkür ederim lerine zihnine sağlık tugay hocam ,0
54,sınavda elde edeceğiniz puan dilimine göre diploma notunuzun yaklaşık kaç olması gerekir yerleştirme sırasında geriye düşme riskini ortadan kaldırasınız ,0
55,kişisel verileri koruma kurulu sosyal medya uygulaması tiktok hakkında veri güvenliği açığı diaları üzerine inceleme başlattı ,0
56,umblikal kord göbek bağı iki atardamar bir toplardamardan oluşuyor rahim içinde bebeğin ihtiyaçları kordonla sağlanıyor ,0
57,kütüphanemizdeki kitapların tam ekran fotoğrafını yorum olarak atan kişiye çekilişle görseldeki seti hediye ediyoruz ,0
58,ülkenin tarafında topraklar işleniyor sonbahara fidan dikimine hazırlık yapılıyor erozyon nedeniyle tek bir gram toprağımız kaybolmasın orman teşkilatı çalışıyor yıl sonra dağa yazılan ogm yazısını görürseniz ağaçları kesip ogm yazmışlar demeyin sakın ,0
59,sızıntıyla ortaya çıkan görsellerin grafik detayları kötüydü oyunculardan gelen tepkileri dinleyen firma oyun üzerine fazla çalışacaklarını iyi görslikle döneceklerinin altını çizdi ,0
60,sıcak yaz günlerinde vatandaşlarımızı sokak hayvanları kapılarının önlerine bir kap su koymaya davet ediyoruz ,0
61,şartlar uygun ben değilim ,0
62,tam pencere önünde televizyon karşısında yarım saat uyuyakalmalık hava var an ,0
63,şuan aklımıza gelen ilk şarkıyı yazalım bakalım neler çıkacak ,0
64,siksokçular anlık ,0
65,hayatımda gördüğüm güzel haberlerdne birisi azından artık instagramda cemre solmaz azra gül yaren enes batur vs görmeyeceğim ,0
66,hepsini kapatın bütün toplumun ahlakını bozdular ,0
67,akp li oyuncunun ikiyüzlülüğü ,0
68,teşekkürler geri bildirim bekliyoruz halde ahhütü takip edeceğim ara ara size hatırlatacağım ,0
69,hastaneye yetişemeyen kadının otoparkta ebe yardımıyla doğum yaptığı anlar ,0
70,birisi tarafından delice sevilmek size güç verir birisini delice sevmek cesaret ,0
71,koyun dedikleri tarafından senedir yönetilen koyun kadar aklı olmayan bir kesim var ülkede ,0
72,büyük cesaret helal olsun ,0
73,patlamanın yaşandığı bölgeye yakın yerleşim yerlerindeki insanların evlerine girip kapı pencerelerini kapa ,0
74,hayatta kalabilmek para uğruna insanlar nerelerde canlarını hic sayarak çalışıyor lah yardımcıları olsun ,0
75,allahım sen yaralılara ailelerine yardım et ,0
76,geçmiş olsun umarım kimsenin canı yanmamiştir ,0
77,havai fişek fabrikası patlamış rabbim içerideki çalışanların canını korusun inşlah ,0
78,patlama sesi korkunçtu sakarya sesi duydu sarsıntıyı hissti atom bombası bir etki yarattı ,0
79,can kaybı olmaması tek temennim ,0
80,sakarya nın hendek ilçesinde havai fişek fabrikasının patlamasında can kaybının olmamasını temenni ediyorum ,0
81,sakarya havai fişek fabrikasında patlama çeride kişi var ,0
82,umuyoruz tek bir canımızın dahi burnu kanamaz ,0
83,sorumlu herkesin canı cehnneme ,0
84,sen olarak dünyaya gelmediğimiz şükrettik bugün ,0
85,sey degil mi herkese ahlak bekciligi yapip ahlak bekciligi yaptigi insanlardan kat ahlaksiz hareketler yapan kişi ,0
86,neyse gidip yuvasını yıktığım adamla öpüşeyim ,0
87,sey degil mi herkese ahlak bekciligi yapip ahlak bekciligi yaptigi insanlardan kat ahlaksiz hareketler yapan insan ,0
88,herkes ece erken laf söylüyor ahlak bekçiliği yapan ahlaksız sizin yaptığınız an siktir etsenize böyle insanları ,0
89,adam boşanır boşanmaz tekne turlarında fink atan yalandan ayrılmış numarası yapan utanmazlar ,0
90,tek kelime rezilsin ,0
91,ekrandan herkese ahlak bekçiliği yapan ahlaksız ,0
92,kime isterse gitsin istiyorsa yapsın konuşmaya değecek başka bir şeyiniz yok ,0
93,ece erken sevgilisi su altında saman yürütmüş bea ,0
94,yorumları yazanlara merak ettiğim soruyorum ahlaksız olan bir tek başkasının suçu yok ,0
95,kadın ağlayarak malı götürenlere güzel örnek ,0
96,annen baban seni büyütüyor yedirip içiriyor kadar emekten sonra sen ahlaksız oluyorsun tivit kadar ,0
97,kadar çalişirsak kadar iyi ,0
98,ahlak bekçileri size ,0
99,stediği yaşar hayatını olumlu olumsuz sonuçları kendisi yaşayacak ,0
100,insan kadar çirkinleşebilirin örneği buyrun ,0
101,ee boşuna dememişler ahlak bekçiliği yapıyorsa ahlaksız odur ,0
102,adamda tip desen yok fizik desen yok adamın neyini sevdin ,0
103,türkiye nin gelmiş geçmiş büyük eskortusun ,0
104,utanmazlar ,0
105,milletin dedikodusunu yaparken paranın dibine vurmasını biliyordunuz mletin ahlak bekçiliğini yapmasını biliyosunuz ,0
106,insan kadar çirkinleşebilir ,0
107,ece erken önyargılı davranıp onu sevmiyorsunuz oysa tanısanız nefret edersiniz ,0
108,namustan söz ediyorsa namussuzu dur ,0
109,yuva yıkıp bir aileyi dağıtan kadın ,0
110,cahil alt kültür adam ,0
111,ünlü kadınlar yuva yıkar hayretbişey arkadaş normal bir ünlü ,0
112,aq midesizsiniz ,0
113,vazgeçtim inan kendimden çoktan ,0
114,gömülen gömülene unutulan unutulana kayıplara karışan karışana ,0
115,yaş kaç olursa olsun sözün sesin kalemin yüreğime dokunur ,0
116,zamanında severek dinledim ,0
117,sago benim dilsiz kalbime dil dikenli yollarımdaki çicek anlatmaya çalışmadıklarıma kelimelersin sagopakajmer brnbzkt bernik ,0
118,uçur beni rüzg toz taneleri burdan uzağa doğru ,0
119,benim gözlerimden bak dünyaya ,0
120,bugünüm yarınım bi yanım karambolde ,0
121,beni mutlu edecek ,0
122,mektupu al derdimi gör ,0
123,halini sor er geç yollar bir ,0
124,ah zaman ahir ,0
125,şuraya girince kendimi tutamayıp tweetleri beğeniyorum ,0
126,oysa istemez gün ilkbahar günü ,0
127,şiirler yazmak izleyip kırmızı gülü ,0
128,galiba bütün olanlara dayanamam hazırımm ,0
129,sen giderken adımlarını sayarım heyhat ,0
130,uzuyor uzadıkça bitmiyor bitse sevimsiz akşamlar ,0
131,huzur özür dilemeli bana uğramadığı gün ,0
132,uçur beni rüzgar ,0
133,sana küfür ederim ,0
134,bizi saten sonra mutlu edecek tek konseridir ,0
135,kah çıkarım gök yüzüne içerim saki yi kah inerim yer yüzüne çekerim zikrimi ,0
136,fadeler sözlerden seslidir sago sessizlerin sesidir ,0
137,güvendiğim dağlara kar yağıyor ,0
138,mutlu oldum ,0
139,sal yaralı balıkları gitsin misina artık gergin ,0
140,ster istemez şeyim sende rehin ,0
141,yanlış bir kar ,0
142,seviyorum ,0
143,utanmadan konuşuyor şerefsiz ,0
144,satılık herif ,0
145,çim hasret yeri küheylan kaldı bi kemik bir deri ,0
146,katil kimsesiz gariban bir canın canı alan zalim ,0
147,yazıklar olsun olsun senin insana ,0
148,allah belanı versin umarım şekilde can verirsin ,0
149,kaltak tutuklansın ,0
150,kendinden utan şerefsiz ,0
151,insan olamamış bir mahluk ,0
152,allah belanızı versin ,0
153,sözde akademisyenin ahlaksız vicddansız ,0
154,arabanın arkasına bağlayıp sürükleyeceksin sonra kemiklerini kırıp yatalak edeceksin ,0
155,hatta insan bile değil ,0
156,sen vahşi bi yaratıksın ,0
157,pis suratsız ,0
158,sen okumuş barbarsın ,0
159,çoluğun çocuğun ezilsin senin ,0
160,sen bir katilsin şerefsiz haysiyetsizsin ,0
161,haysiyetsiz iğrenç mahluk ,0
162,vicdansız allah senin belanı versin ,0
163,allah ın belası insan müsvdesi ,0
164,sen insan olamazsın ,0
165,sosyal medyadan çevresinden gelecek türlü linci hakediyor ,0
166,hayvan katili ,0
167,allah belanı versin vicdansız ,0
168,bunu yazan şerefsizler kaçacak ,0
169,bugün birkez gurur duyuyorum fenerbahçe li oldugum ,0
170,bela musibetsin ,0
171,türk futbolunun foseptik çukurlarının şikeden dolup patladığı gün ,0
172,yıkmaya gücünüz yıkıldığımızı görmeye ömrünüz yetmez ,0
173,onurla gururla şampiyon fenerbahçe ,0
174,sen fetö nün büyük destekcisisin ,0
175,zaman olduğu dik durdu hainlerin onu hedef almalarına rağmen yıkılmadı ,0
176,aşkınla sevginle bizler delirdik uğrun ölmeye yeminler ettik cefalar çektik canlar verdik ,0
177,ftiracı namussuz ,0
178,mutlu size ,0
179,sana deniyor hamsi hırsızlık yapmadan ziyaret bedava ,0
180,unutmadık unutturmayacağız ,0
181,yıkmaya gücünüz yetmez ,0
182,sen yüzle bir başkasını eleştiriyorsun ,0
183,sen katilsin namussuz ,0
184,rabb im sağlık shat uzun ömürler versin inşallah ,0
185,cumamiz mübarek olsun ,0
186,sizin yalanlarınız sizin montajlarını bitmez ,0
187,yi varsın başkanım ,0
188,nanin görüntüleri unutmuşum ,0
189,olay ,0
190,nsan gün yaşanan olayları görüp bildikçe canlının acısını acısı ettikçe mutlu bir hayat arzu etsin ,0
191,söylesene şunları be ,0
192,kendi kazdığı kuyuya kendi düşen enayiler ,0
193,oğlu eşi oldugu belli olmayan erdal çomarı ,0
194,erdalcım boku kürekle yedin ,0
195,fena sıçtın ,0
196,kadın kendini ispatlamış mükemmel bir insan zaten sizin derdiniz başka ,0
197,ayağına sıkacağı na kafasına sık ,0
198,kadına gün biraz hayran oluyorum ,0
199,halkın diktatörü ,0
200,ayağına sıkan bi salakta sensin ,0
201,sen müge anlıyla uğraşabilirmisin müge anlı la ,0
202,telefonun incelenmeyeceğini mi sanıyorsun ,0
203,bence sonuna geldin ,0
204,artık şaban dayın kurtaramayacak seni dallama ,0
205,allah fetsin seni ,0
206,üremesi yasaklanmalı hastalıklı genleri dünyaya saçmasının önüne geçilmeli ,0
207,sözde müslüman haysiyetsiz ,0
208,ayşe asgari ücretle geçen yıl kg et alıyorduk ,0
209,nanmıyor musunuz ,0
210,hesap ortada aşağıda ,0
211,hadi verelim mehteri ,0
212,otomobil fiyatları uçmuş ,0
213,konut fiyatları tavan yapmış ,0
214,bilet fiyatları katlanmış ,0
215,ğneden ipliğe zamlanmış ,0
216,facebook profili şerefsizin ,0
217,hayasızlar telefon numarasını bile vermiş ,0
218,cahil bir kadınsın ,0
219,çomar piç seni ,0
220,yazıklar olsun aşşağılık yaratık ,0
221,acılar içinde gebermeni dilerim ,0
222,ölmek yalvar iblisin oğlu ,0
223,kafana sıkıcam senin ,0
224,öldürücem seni ,0
225,tecavüz edilmeyi hakediyosun ,0
226,şirketimizde yeni bir hizmet vermeye başlayacaz hizmet adı gtü bilmüh ödev projeleri yapılır ,0
227,göktürk göre domatesler parka gidebilir tavuklar oruç tutabilir ,0
228,arası enflasyon seviyesi önemli bir eşik mücadele edemezsek tıpkı önce gördüğümüz hızla yükselir atalet inertia ,0
229,ay önce suriyeli mültecileri göndermekle tehdit ettiğimiz avrupa bize turist göndermesi sınırları açması bakan gönderiyoruz şte öngörü işte vizyon ,0
230,dostlar bin oluşumuza özel resimdeki gördüğünüz pikap toplam takipçimize hediye edeceğiz yapmanız gereken tek tiviti beğenip yoruma arkadaşınızı etiketlemek herkese bol şans ,0
231,sen ibne misin ,0
232,flört ettiklerini bildiğim iki arkadaşımdan erkek olan konuşuyormuş sohbeti yarıda bırakıyormuş falan kız rica ti bir yoklar mısın sordum bende çocuk diyor kızın kafa zehir beni öyle sanıyo muhabbet ilerlerse durumu fark eder ,0
233,instagram açtığım karşıma bikinili bir kadın çıktı utanmazlar ,0
234,önce google gaz fren sağ sol araması yaptım sağınızı solunuzu bilmemek acı ,0
235,babanınn düşmanına sıçayım ,0
236,çevre doğa hayvan koruma şube müdürlüğü kuruldu ,0
237,afrikada bir şehir adı aydın ,0
238,adamın yaptığı büyük bir olay gerçekten ülke yine büyük bir utanç ,0
239,toplumu geriyosunuz şerefsizler bataklar ,0
240,evde herkes tatil bavulu yapıyor ben ödev yapıyorum ,0
241,fenerbahçe başkanı ali koç un mahkemeye verdiği bey nın final kısmı ,0
242,barcelona mutsuz olan lionel messi yeni sözleşme görüşmelerini durdurdu ,0
243,ozan güven in ifadesini okudum feridun abi yi ararken mantıklı şeyler söylemişti ,0
244,aşırı iyi ,0
245,günün değil asrın oçu ,0
246,orospu evladı seni ,0
247,şerefsiz orospu çocuğu ,0
248,kadar beyinsiz bir insansın sen ,0
249,örgütlü şerefsizliktir ,0
250,olamaz orospu çocuğu ,0
251,orospuçocuğu ananı sikeyim vatan haini sülalenisikeyim vatanhaini alman köpeği sizin müslümanlığınız küfürü utanmadan ediyorsunuz allah diyorsunuz lahtan korkmuyorsunuz sizlerle hesaplaşmak cehenneme gitmek istiyorum sizi ancak orada bulurum ,0
252,orospu çocuğu senin beni üzmeye hakkın var ,0
253,nsan değilsin orospu çocuğu ,0
254,gün geçmiyor memelektte yeni bir orospu çocuğu görmeyelim ,0
255,havaş senin tekrar amk ,0
256,günaydın remini senin amk ,0
257,kahpe zehra kusura bakma hızımı alamıyorum senin ben amk ,0
258,kaşar ağır küfürleri hak ediyor ,0
259,yavşak melikşah sende sattın bizi senin ben amk ,0
260,senin kafanı sikeyim ,0
261,senin ben amk ,0
262,amk un denyosu bir şeyi içi boş kafana sok sus ,0
263,amk dengesizi burda meydan okumaya çıktı senin olmayan beynini sikeyim ,0
264,senin ben tipini sikeyim amk balonu ,0
265,senin beynin yok amk malı beynin ,0
266,saat çalış bakırköy sahilde sabahla amk senin ,0
267,hasiktir lan dalyarrak ,0
268,senin başkaldırına sokayım ,0
269,çirkin bi tipin var senin ,0
270,babama senin kızı bizim oğlana alalım diyen emmi senin amk ,0
271,hay senin olmayan beynine köpek işesin amk ,0
272,amk sercanı keline sıçayım senin ,0
273,kusura bakma senin ben amk artik yeter ,0
274,bunları görüyorsan senin amk ,0
275,senin aklı sikiyim ben ,0
276,yaşamaya değmezsin git öldür kendini cidden ,0
277,senin ağzına sıçim ,0
278,senin ben amk ,0
279,mabel matiz senin amk ,0
280,yalancı sahtekar dallama ,0
281,çomar orospu evlatları yine kudurmuş ,0
282,sevmeyen siktirsin gitsin ,0
283,çomar orospu evlatları zaman tükenecek ülkede ,0
284,çomar piç ,0
285,senin aklın yok fikrin var çomar ,0
286,zoruna gitti çomar ,0
287,amk cocugu boyle salak terimler kullaniyo ,0
288,fakiriz salak degiliz ,0
289,bende salak gözümü falan kaçırıyorum malmışım be ,0
290,muazzam değil mi seni salak yerine koyuyorlar sen şeyin farkındasın ,0
291,gençler yaşlıların aptal olduğunu düşünür yaşlılar gençlerin aptal olduğunu bilir ,0
292,birimiz aptal yada saf değiliz sadece susuyor görmezden geliyoruz ,0
293,hayatımda gördüğüm aptal kişi ,0
294,aptal evladı ,0
295,tanıştırayım adi şerefsiz namussuz ,0
296,alçakça yapılan ahlaksız şerefsiz namussuz paylaşımları lanetliyorum ,0
297,bunlar şerefsiz haysiyetsiz namussuz ,0
298,onun bunun çocuklarısınız ,0
299,sizi gidi yunan kerhanesi çocukları ,0
300,şerefsiz namussuz adama iyi bakın ,0
301,gerçeğin savunucusuyuz gizlenmek bir derdimiz esasında yok namussuz haysiyetsiz şerefsiz bir güruhla karşı karşıya iken ,0
302,demek ağlatmak suretiyle cima etsek neler çıkacak ortaya vay amk ,0
303,exatlon aq ,0
304,exatlon şuan çekiliyor olsaydı acun takımları eşitlemek beyaz takıma berkanı transfer ederdi sonra siyahlar oyun kazanamazdı ,0
305,old youtuber tayfayı olduklarını bilmediği çöp kategorisine koyanlar yormayın ,0
306,tanıdıklarım bir elin parmağını geçmez olaya bak ,0
307,doğanın dilaranın bacaklarından kıl var demesi cnrkxkemck sonrasında kısa bi bakışma ,0
308,elanur yürüme koş koş ,0
309,hiçbirini tanımıyorum bazıları mal ,0
310,acun yaptığın programa dünyanın zor yarışması diyorsun ,0
311,bi karar ver artık kanka deli olacaksın yakında ,0
312,exatlon parkuru survivor parkurlarından güzel ,0
313,yakışıklı oldugunuz kadar vay anasını avradanısınızda furkan bey ,0
314,gizem hortlak mısın yerden çıkıyon mk ,0
315,gözümüzü gönlümüzü açtın allah razı olsun ,0
316,uzun zamandır bekliyordum ,0
317,siyah takımın kazanmasını böyle izliyorum ,0
318,zor durumdayım kiramı ödeyemedim evim kötü durumda ,0
319,exatlon daki cezalar kötü lan ,0
320,orkun kusura bakma bok sunmuşsun ,0
321,orkun ışıtmak isimleri sosyal medyadan iyi tanıyorsunuz ,0
322,kız öldü amk afafsg ,0
323,orkun şuan yanıyorsun diyor ,0
324,exatlon futkan okum cenabet mi gittin oralara bi insanın cezada başına bi mi gelir tam bir ergen ibne ,0
325,aynı kişi mi bunlar ,0
326,izlemedim izlemek bir niyetimde yok sene survivor bana yetti exatlon hic cekemem ,0
327,gözde inşallah diskalifiye olursun ,0
328,yağmur baya iyi lan hayran kaldım kadına ,0
329,gözde nın hırsına aşık oldum ,0
330,survivor kadar kurgu algıdan gına gelmişken exatlon izlemek ,0
331,elanin kiminle hazırlandığı açıklanmış ,0
332,öykü berkan bir instagram fenomeni yarışıyormuş önce kızın ismini bile duymamıştım ,0
333,buna elanur demişsiniz bildiğimiz survivor gizem ,0
334,tarafım belli miafitz ,0
335,üzümlü kekim ,0
336,exatlon cringe bı program twitter gördüm direkt anladım izleyenler yaşınız kaç merak tim boş insanlarsınız ,0
337,ka tanımadığımız fenomen varsa toplamışsınız bitek hayrettini tanıyorum amk nen evdemi exatlon ,0
338,ulan walter neler getirebilirsin merakla izliyorum seni ,0
339,dizi filmlerdeki kadın şiddetine tacizlerine rtük ün bir el atması lazım ,0
340,kadına şiddete hayır ,0
341,hayata karşı doğan bakıyorum nadir barış oluyorum ,0
342,doğruları konuşalım ,0
343,türkiyenin tek tamamen türkçe koronavirüs canlı yayınına aşağıdaki linkten ulaşabilirsiniz ,0
344,kızların gün bakım yapmamasıyla çöküp çirkin olmaları ,0
345,bunlar aynı kişi mi aq ,0
346,kaç yıldır instagram kullanıyorum aq ,0
347,gündeme geri dönelim exatlon tarafınızı görelim bakalım ,0
348,harikasın mükemmelsin efsanesin ,0
349,netflix fakiriyiz anlatsanıza nasil yeni yarışma ,0
350,bunlar aynı kişi olabilir arkadaşlar ,0
351,dilara mükemmeldi aksini dia eden kördür kendini parkur geliştirdi yargı dağıttı aferin kız sana ,0
352,tamamıyla fuhuş ,0
353,exatlon başarılı buldum özellikle netflix te olması süper olmuş ,0
354,tatlısın canm ,0
355,sunun dikkat cekme cabasini gozumun onunden ceksin ,0
356,survivor parkurundan sonra exatlon parkuru gözümüzü gönlümüzü açtı ,0
357,koşarmısın gelip arkadan ittirelim mi ,0
358,gayette çoğu kişiyi tanıyoruz mağarada yaşıyosunuz amk twit altına anan kardeşim ,0
359,fazla çökmüş burada ,0
360,hadi bismillah ben basliyom ,0
361,direkt miafitz yapsaydınız smini tutardı program ,0
362,kusursuz ,0
363,ben izleyemiyorum benim netflix yok ,0
364,ikisi yarışsa oyunu başkası kazanır ,0
365,günde saati instagramda geçirip yarışmadakileri tanımam ,0
366,türkiye elraen delimine yi izlemek vardı ,0
367,exatlonun güçlüsü benim ,0
368,ben aşırı eğleniyorum şuan ,0
369,bırakın artık boş şeyleri konuşmayı acun yeteri kadar zengin etmediniz mi exatlon önemli ,0
370,kızların hiçbirini tanımıyorum dkfjdkfkdkfkkdkf ,0
371,erkeklerden urası hayrettini doğanı tanıyorum sadece ,0
372,finalde acun ilıcalı yı unutmayıp yarı siyah tişört giyen koca yürekli orkun ,0
373,yarışmaya gidecek olursam ilerde tek isteğim elanur öyküden biraz hızlı olmak elanur aşko atışların mükemmel bitiricilik yok ,0
374,sırf şerefsiz evlatları var sosyal medyanın kökten kapatılması taraftarıyım ,0
375,arkadaşlar farkında mısınız tek amacımız barışın şampiyon olması herkes onun açtı sayfalarını ,0
376,panoromalarda iyilerden bahsedilirken sürekli cemal can dan bahsedilmesi tırnaklarıyla kazıyarak yaptı başarıyı ,0
377,spoiler veriyorum ,0
378,cemal can sistematik olarak tanıdık arkadaşlarına söyleyip olumsuz haberler yaptıranlar oluyor ,0
379,hakanın bunları söylerken yüzüne bakın kuduruyor icten ice barışı kıskanmaktan dedigini bilmiyor ,0
380,iq lu nisa bölükbaşı nın kanalına yüklediği videoya bakar mısınız lütfen iq düşürsün lütfen ,0
381,şeye rağmen önemlisi nezaket centilmenlik ,0
382,sayın hakan hatipoğluna şöyle cevap vermek istiyoruz ,0
383,herkes konusur önemli olan icraat ,0
384,of nisa avokadoyu bırakmadın çocuk sen klinikteyken bile ona sarılıp uyumuştu ,0
385,seviyorum seni babakom ,0
386,barış fanları cahil maalesef geneli eğitimsiz kesim ,0
387,çocuktan fi nalleri almak öyle kolay deği ,0
388,kaptan cemal can yaparak takımına son sayısını getiriyor ,0
389,kaptanlık oyununda cemalin berkanı almak hadi barış iyi süreyi yap demesini bi tek ben farketmedim heralde ,0
390,exatlonda aynı eşleşmeler oluyor ,0
391,barış anadolu efes te basket oynamış basketbol oyununda ilk tur ersin seçiyor söyleyeceklerim kadar ,0
392,mert benim hesabımda kişi takip ediyor size diyecek ufak lafım bile yok yazıklar olsun vallahi ,0
393,final günü bmy kimseye oy kaydirmak yok tek geldik tek gidmemiz lazim gün kaldi şurda ,0
394,şampi yon olacaksin karakartal ,0
395,ellerine sağlık ,0
396,bunu yazman komik durmuş bilmiyorsun ,0
397,halkımız salak değil ,0
398,kıskanç vasıfsız kendini bi bok sanan semihi bi fotoğrafla size anlatıyorum ,0
399,su bolumleri adem havvadan baslatmayi birakir misiniz ,0
400,algı kralları paralı köpekler tiksiniyorum sizden sahtesiniz sahte ,0
401,video temsilidir lütfen yanlış yerlere çekmeyin söyledikleri haftanın özeti olduğu ,0
402,ben böyle bişey görmedim geçmiş olsun ,0
403,barış şuan inanılmaz bir destek var ,0
404,dün bölümü tekrar izledim yer kafama takıldı düşünüyorsunuz bilmiyorum benim düşüncem yönde ,0
405,cemal canı kastediyorsa gidip yanına oturup dertleşiyor ,0
406,kendisi ikiyüzlü ,0
407,yazdıysa gerçekleri gören valla helal olsun ,0
408,mutlu oldum oğlum benim mesajımı aldı okudu sevindim ,0
